NGRAM_SIZE = 6
EMBEDDING_DIM = 10
BATCH_SIZE = 64
INITIAL_LEARNING_RATE = 0.1

Start Training
| epoch 1 | 200/ 10244 batches | lr 0.1000 | ms/batch 2.19 | loss 10.63 | ppl 43091.37
| epoch 5 | 6800/ 10244 batches | lr 0.0656 | ms/batch 2.02 | loss 8.54 | ppl 5420.43
| epoch 5 | 7000/ 10244 batches | lr 0.0656 | ms/batch 2.06 | loss 8.59 | ppl 5763.04
| epoch 5 | 7200/ 10244 batches | lr 0.0656 | ms/batch 2.06 | loss 8.49 | ppl 5111.08
| epoch 5 | 7400/ 10244 batches | lr 0.0656 | ms/batch 2.02 | loss 8.53 | ppl 5382.48
| epoch 5 | 7600/ 10244 batches | lr 0.0656 | ms/batch 2.07 | loss 8.48 | ppl 5114.15
| epoch 5 | 7800/ 10244 batches | lr 0.0656 | ms/batch 2.03 | loss 8.51 | ppl 5231.13
| epoch 5 | 8000/ 10244 batches | lr 0.0656 | ms/batch 2.06 | loss 8.49 | ppl 5200.24
| epoch 5 | 8200/ 10244 batches | lr 0.0656 | ms/batch 2.07 | loss 8.51 | ppl 5251.36
| epoch 5 | 8400/ 10244 batches | lr 0.0656 | ms/batch 2.06 | loss 8.51 | ppl 5277.85
| epoch 5 | 8600/ 10244 batches | lr 0.0656 | ms/batch 2.07 | loss 8.53 | ppl 5370.93
| epoch 5 | 8800/ 10244 batches | lr 0.0656 | ms/batch 2.07 | loss 8.57 | ppl 5622.38
| epoch 5 | 9000/ 10244 batches | lr 0.0656 | ms/batch 2.05 | loss 8.49 | ppl 5207.37
| epoch 5 | 9200/ 10244 batches | lr 0.0656 | ms/batch 2.05 | loss 8.50 | ppl 5203.70
| epoch 5 | 9400/ 10244 batches | lr 0.0656 | ms/batch 2.05 | loss 8.54 | ppl 5470.87
| epoch 5 | 9600/ 10244 batches | lr 0.0656 | ms/batch 2.03 | loss 8.58 | ppl 5614.75
| epoch 5 | 9800/ 10244 batches | lr 0.0656 | ms/batch 2.05 | loss 8.45 | ppl 5003.22
| epoch 5 | 10000/ 10244 batches | lr 0.0656 | ms/batch 2.02 | loss 8.51 | ppl 5287.54
| epoch 5 | 10200/ 10244 batches | lr 0.0656 | ms/batch 2.05 | loss 8.54 | ppl 5461.67
-------------------------------------------------------------------
| end of epoch 5 | time: 67.56s | valid loss 8.02 | valid ppl 3294.61
-------------------------------------------------------------------
=========================================================================================
| End of training | test loss 8.02 | test ppl 3313.79
=========================================================================================
